G,Date,Age,Tm,At,Opp,Point_Dif,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Player,Pos
26,2022-12-14,24-086,ATL,@,ORL,L (-11),1,38.7,6,15,0.4,1,5,0.2,6,7,0.857,1,2,3,16,0,0,5,3,19,16.8,-17.0,youngtr01,PG
27,2022-12-16,24-088,ATL,@,CHA,W (+19),1,33.6,8,18,0.444,2,5,0.4,13,14,0.929,0,1,1,9,1,0,4,1,31,24.4,3.0,youngtr01,PG
28,2022-12-19,24-091,ATL,,ORL,W (+1),1,36.3,11,22,0.5,3,7,0.429,12,12,1.0,1,2,3,13,0,0,4,1,37,32.0,4.0,youngtr01,PG
29,2022-12-21,24-093,ATL,,CHI,L (-2),1,38.1,9,24,0.375,7,14,0.5,9,9,1.0,2,4,6,6,1,0,5,1,34,23.2,2.0,youngtr01,PG
30,2022-12-23,24-095,ATL,,DET,W (+25),1,31.1,9,15,0.6,3,7,0.429,5,8,0.625,0,2,2,13,2,0,1,0,26,28.6,17.0,youngtr01,PG
31,2022-12-27,24-099,ATL,@,IND,L (-15),1,34.1,5,15,0.333,3,6,0.5,9,10,0.9,0,3,3,10,0,1,4,1,22,17.3,-15.0,youngtr01,PG
32,2022-12-30,24-102,ATL,,LAL,L (-9),1,36.1,11,24,0.458,0,4,0.0,7,9,0.778,2,1,3,8,1,0,4,4,29,18.5,-9.0,youngtr01,PG
33,2023-01-02,24-105,ATL,@,GSW,L (-2),1,43.5,8,22,0.364,3,10,0.3,11,13,0.846,1,6,7,14,1,0,4,2,30,25.5,-8.0,youngtr01,PG
34,2023-01-04,24-107,ATL,@,SAC,W (+3),1,31.8,7,12,0.583,1,2,0.5,6,7,0.857,0,0,0,6,1,0,5,2,21,14.4,6.0,youngtr01,PG
35,2023-01-06,24-109,ATL,@,LAL,L (-16),1,34.2,12,24,0.5,2,8,0.25,6,7,0.857,1,4,5,9,3,0,6,2,32,24.0,2.0,youngtr01,PG
36,2023-01-08,24-111,ATL,@,LAC,W (+4),1,34.5,9,17,0.529,3,6,0.5,9,9,1.0,0,2,2,8,1,0,4,3,30,23.7,11.0,youngtr01,PG
37,2023-01-13,24-116,ATL,@,IND,W (+2),1,36.9,6,16,0.375,6,10,0.6,8,9,0.889,0,2,2,11,0,0,2,0,26,23.1,20.0,youngtr01,PG
38,2023-01-14,24-117,ATL,@,TOR,W (+11),1,37.7,9,17,0.529,2,5,0.4,9,9,1.0,0,0,0,9,2,1,3,2,29,25.9,15.0,youngtr01,PG
39,2023-01-16,24-119,ATL,,MIA,W (+8),1,36.0,6,13,0.462,3,6,0.5,9,11,0.818,0,3,3,8,4,0,10,4,24,15.4,1.0,youngtr01,PG
40,2023-01-18,24-121,ATL,@,DAL,W (+8),1,34.9,5,11,0.455,0,1,0.0,8,8,1.0,0,4,4,12,3,0,4,0,18,20.9,0.0,youngtr01,PG
41,2023-01-20,24-123,ATL,,NYK,W (+15),1,32.5,9,21,0.429,1,7,0.143,8,8,1.0,1,0,1,6,1,0,4,1,27,17.4,11.0,youngtr01,PG
42,2023-01-21,24-124,ATL,,CHA,L (-4),1,37.6,9,22,0.409,0,4,0.0,7,9,0.778,0,5,5,12,0,0,6,2,25,15.5,8.0,youngtr01,PG
43,2023-01-23,24-126,ATL,@,CHI,L (-11),1,37.6,7,16,0.438,0,5,0.0,7,10,0.7,1,2,3,13,0,0,6,1,21,15.4,6.0,youngtr01,PG
44,2023-01-25,24-128,ATL,@,OKC,W (+5),1,34.7,10,20,0.5,3,6,0.5,10,11,0.909,0,3,3,11,0,0,5,0,33,26.2,-11.0,youngtr01,PG
45,2023-01-28,24-131,ATL,,LAC,L (-7),1,36.0,10,21,0.476,0,2,0.0,11,14,0.786,2,3,5,10,1,0,5,2,31,23.6,0.0,youngtr01,PG
46,2023-02-01,24-135,ATL,@,PHO,W (+32),1,27.2,8,17,0.471,3,3,1.0,1,1,1.0,0,1,1,12,1,0,4,1,20,16.6,21.0,youngtr01,PG
47,2023-02-03,24-137,ATL,@,UTA,W (+7),1,34.2,10,19,0.526,2,8,0.25,5,7,0.714,2,2,4,6,2,1,2,2,27,23.0,4.0,youngtr01,PG
48,2023-02-07,24-141,ATL,@,NOP,L (-9),1,35.7,4,14,0.286,2,8,0.25,6,6,1.0,1,2,3,16,1,0,4,4,16,15.7,-13.0,youngtr01,PG
49,2023-02-09,24-143,ATL,,PHO,W (+9),1,38.2,10,18,0.556,5,8,0.625,11,12,0.917,3,4,7,12,2,0,9,2,36,30.9,15.0,youngtr01,PG
50,2023-02-11,24-145,ATL,,SAS,W (+19),1,32.6,9,19,0.474,2,5,0.4,4,4,1.0,1,3,4,17,1,1,5,0,24,24.5,24.0,youngtr01,PG
51,2023-02-13,24-147,ATL,@,CHA,L (-6),1,34.8,7,18,0.389,2,7,0.286,9,9,1.0,1,1,2,14,2,0,5,1,25,22.6,-1.0,youngtr01,PG
52,2023-02-15,24-149,ATL,,NYK,L (-21),1,31.5,4,14,0.286,1,6,0.167,10,13,0.769,0,1,1,11,4,0,1,0,19,20.6,-13.0,youngtr01,PG
53,2023-02-24,24-158,ATL,,CLE,W (+17),1,32.3,8,18,0.444,4,7,0.571,14,15,0.933,0,3,3,9,1,0,2,3,34,29.2,16.0,youngtr01,PG
54,2023-02-26,24-160,ATL,,BKN,W (+2),1,33.8,12,26,0.462,1,5,0.2,9,9,1.0,1,2,3,8,2,0,4,2,34,24.7,-9.0,youngtr01,PG
55,2023-02-28,24-162,ATL,,WAS,L (-3),1,34.2,11,26,0.423,2,6,0.333,7,8,0.875,1,1,2,7,0,1,4,2,31,18.6,-8.0,youngtr01,PG
56,2023-03-03,24-165,ATL,,POR,W (+18),1,29.2,6,14,0.429,3,5,0.6,8,8,1.0,2,5,7,11,2,0,4,0,23,24.2,25.0,youngtr01,PG
57,2023-03-04,24-166,ATL,@,MIA,L (-8),1,32.3,2,13,0.154,0,5,0.0,4,5,0.8,1,3,4,10,5,0,5,1,8,7.5,-1.0,youngtr01,PG
58,2023-03-06,24-168,ATL,@,MIA,L (-2),1,33.8,9,17,0.529,1,5,0.2,6,8,0.75,1,0,1,7,1,0,3,0,25,19.5,7.0,youngtr01,PG
59,2023-03-08,24-170,ATL,@,WAS,W (+2),1,32.7,11,14,0.786,3,4,0.75,3,4,0.75,1,3,4,10,3,0,5,2,28,28.0,0.0,youngtr01,PG
60,2023-03-10,24-172,ATL,@,WAS,W (+7),1,32.9,9,19,0.474,6,10,0.6,4,4,1.0,0,2,2,9,2,0,3,2,28,23.4,4.0,youngtr01,PG
61,2023-03-11,24-173,ATL,,BOS,L (-9),1,33.6,12,27,0.444,4,11,0.364,7,7,1.0,1,2,3,13,0,0,3,2,35,27.5,-10.0,youngtr01,PG
62,2023-03-13,24-175,ATL,,MIN,L (-21),1,33.9,15,25,0.6,1,4,0.25,10,10,1.0,3,3,6,7,1,0,4,1,41,34.0,-4.0,youngtr01,PG
63,2023-03-17,24-179,ATL,,GSW,W (+8),1,32.3,8,18,0.444,3,6,0.5,6,7,0.857,1,5,6,12,1,0,4,1,25,22.4,13.0,youngtr01,PG
64,2023-03-19,24-181,ATL,@,SAS,L (-8),1,29.3,4,15,0.267,1,4,0.25,0,2,0.0,2,2,4,6,0,0,5,0,9,0.5,-14.0,youngtr01,PG
65,2023-03-21,24-183,ATL,,DET,W (+22),1,30.3,7,19,0.368,3,9,0.333,13,15,0.867,2,1,3,12,0,0,3,4,30,24.2,28.0,youngtr01,PG
66,2023-03-22,24-184,ATL,@,MIN,L (-1),1,32.1,6,16,0.375,3,4,0.75,14,16,0.875,0,2,2,8,1,0,6,1,29,20.2,-13.0,youngtr01,PG
67,2023-03-25,24-187,ATL,,IND,W (+13),1,20.8,6,11,0.545,0,1,0.0,2,2,1.0,1,2,3,5,1,0,3,1,14,11.1,-8.0,youngtr01,PG
68,2023-03-26,24-188,ATL,,MEM,L (-4),1,34.9,7,14,0.5,3,5,0.6,11,12,0.917,0,2,2,10,0,0,4,1,28,23.8,-5.0,youngtr01,PG
69,2023-03-28,24-190,ATL,,CLE,W (+2),1,36.2,4,15,0.267,2,3,0.667,6,9,0.667,1,0,1,10,1,0,6,0,16,8.6,-9.0,youngtr01,PG
70,2023-03-31,24-193,ATL,@,BKN,L (-17),1,32.3,3,12,0.25,0,5,0.0,4,4,1.0,0,0,0,6,0,0,2,0,10,5.0,-33.0,youngtr01,PG
71,2023-04-02,24-195,ATL,,DAL,W (+2),1,41.4,8,24,0.333,0,5,0.0,8,8,1.0,0,3,3,12,1,0,2,1,24,18.3,8.0,youngtr01,PG
72,2023-04-05,24-198,ATL,,WAS,W (+18),1,38.5,4,10,0.4,1,4,0.25,16,18,0.889,0,2,2,16,0,0,4,2,25,25.8,13.0,youngtr01,PG
73,2023-04-07,24-200,ATL,,PHI,L (-5),1,42.7,7,14,0.5,1,6,0.167,12,14,0.857,0,3,3,20,4,0,9,0,27,29.1,10.0,youngtr01,PG
1,2023-03-11,24-265,MIA,@,ORL,L (-12),0,7.2,0,1,0.0,0,0,,0,0,,1,0,1,0,0,0,0,1,0,-0.4,3.0,yurtsom01,C
2,2023-03-13,24-267,MIA,,UTA,W (+4),0,11.1,1,2,0.5,0,0,,0,0,,1,3,4,0,0,0,0,2,2,1.8,-1.0,yurtsom01,C
3,2023-03-15,24-269,MIA,,MEM,W (+19),0,6.9,2,3,0.667,0,0,,1,2,0.5,0,0,0,0,0,1,0,3,5,2.8,-8.0,yurtsom01,C
4,2023-03-18,24-272,MIA,@,CHI,L (-14),0,4.9,0,1,0.0,0,1,0.0,0,0,,1,1,2,0,1,0,1,0,0,0.3,-5.0,yurtsom01,C
5,2023-03-19,24-273,MIA,@,DET,W (+12),0,3.7,1,1,1.0,0,0,,0,0,,1,0,1,0,0,0,0,0,2,2.4,-3.0,yurtsom01,C
6,2023-03-25,24-279,MIA,,BKN,L (-29),0,3.5,1,1,1.0,0,0,,1,1,1.0,0,1,1,0,0,0,0,0,3,3.0,-2.0,yurtsom01,C
7,2023-04-06,24-291,MIA,@,PHI,W (+28),0,4.8,2,2,1.0,0,0,,0,0,,0,1,1,0,0,0,1,1,4,2.3,-1.0,yurtsom01,C
8,2023-04-07,24-292,MIA,@,WAS,L (-6),0,17.2,4,7,0.571,2,3,0.667,0,0,,2,4,6,2,0,0,1,5,10,7.7,16.0,yurtsom01,C
9,2023-04-09,24-294,MIA,,ORL,W (+13),0,24.0,5,9,0.556,1,3,0.333,3,3,1.0,2,5,7,0,1,1,1,4,14,11.7,11.0,yurtsom01,C
1,2023-02-24,30-142,MIA,@,MIL,L (-29),0,16.3,4,5,0.8,0,0,,2,2,1.0,3,1,4,3,0,0,1,2,10,10.8,-5.0,zelleco01,C
2,2023-02-25,30-143,MIA,@,CHA,L (-5),0,14.8,2,4,0.5,0,0,,0,0,,2,1,3,0,1,1,1,4,4,2.8,2.0,zelleco01,C
3,2023-02-27,30-145,MIA,@,PHI,W (+2),0,15.8,2,3,0.667,0,0,,1,4,0.25,0,1,1,0,0,2,0,3,5,3.0,9.0,zelleco01,C
4,2023-03-01,30-147,MIA,,PHI,L (-23),0,15.6,0,1,0.0,0,0,,5,6,0.833,0,3,3,1,0,0,0,2,5,4.7,-5.0,zelleco01,C
5,2023-03-03,30-149,MIA,,NYK,L (-2),0,9.5,1,1,1.0,0,0,,1,1,1.0,2,0,2,0,0,0,2,1,3,1.7,-6.0,zelleco01,C
6,2023-03-04,30-150,MIA,,ATL,W (+8),0,12.5,4,4,1.0,0,0,,5,6,0.833,2,0,2,0,0,0,1,4,13,10.2,-8.0,zelleco01,C
7,2023-03-06,30-152,MIA,,ATL,W (+2),0,11.9,1,4,0.25,0,0,,0,0,,2,2,4,1,0,0,0,1,2,1.9,3.0,zelleco01,C
8,2023-03-08,30-154,MIA,,CLE,L (-4),0,19.3,1,1,1.0,0,0,,1,2,0.5,1,7,8,1,1,0,2,3,3,3.6,0.0,zelleco01,C
9,2023-03-10,30-156,MIA,,CLE,W (+4),0,10.7,0,5,0.0,0,0,,0,0,,4,2,6,0,0,1,1,3,0,-1.6,0.0,zelleco01,C
10,2023-03-11,30-157,MIA,@,ORL,L (-12),0,3.8,0,1,0.0,0,1,0.0,2,2,1.0,0,2,2,0,0,0,0,0,2,1.9,-5.0,zelleco01,C
11,2023-03-28,30-174,MIA,@,TOR,L (-14),0,11.5,2,3,0.667,0,0,,2,2,1.0,1,6,7,0,0,0,2,2,6,4.4,-8.0,zelleco01,C
12,2023-03-29,30-175,MIA,@,NYK,L (-9),0,12.6,1,2,0.5,0,0,,0,2,0.0,3,2,5,1,0,0,1,1,2,2.2,-3.0,zelleco01,C
13,2023-04-01,30-178,MIA,,DAL,W (+7),1,28.6,9,13,0.692,0,1,0.0,2,3,0.667,3,5,8,0,1,0,0,2,20,17.9,-1.0,zelleco01,C
14,2023-04-07,30-184,MIA,@,WAS,L (-6),1,21.9,8,10,0.8,0,0,,1,1,1.0,1,4,5,1,0,0,3,3,17,11.6,-24.0,zelleco01,C
15,2023-04-09,30-186,MIA,,ORL,W (+13),0,12.0,2,2,1.0,0,0,,2,4,0.5,1,3,4,2,0,0,0,2,6,6.8,3.0,zelleco01,C
1,2022-10-20,25-216,LAC,@,LAL,W (+6),1,35.4,6,6,1.0,0,0,,2,4,0.5,6,11,17,1,0,5,5,2,14,17.3,13.0,zubaciv01,C
2,2022-10-22,25-218,LAC,@,SAC,W (+2),1,24.2,4,7,0.571,0,0,,2,2,1.0,1,7,8,1,0,1,1,3,10,8.7,4.0,zubaciv01,C
3,2022-10-23,25-219,LAC,,PHO,L (-17),1,21.3,1,4,0.25,0,0,,0,0,,3,5,8,2,0,0,3,1,2,1.2,-8.0,zubaciv01,C
4,2022-10-25,25-221,LAC,@,OKC,L (-14),1,34.7,5,9,0.556,0,1,0.0,0,0,,4,10,14,2,0,7,1,2,10,16.0,-17.0,zubaciv01,C
5,2022-10-27,25-223,LAC,@,OKC,L (-8),1,34.4,4,9,0.444,0,0,,4,6,0.667,5,13,18,2,0,1,1,2,12,14.2,-14.0,zubaciv01,C
6,2022-10-30,25-226,LAC,,NOP,L (-21),1,23.4,2,3,0.667,0,0,,0,2,0.0,0,6,6,1,0,2,1,3,4,3.6,-10.0,zubaciv01,C
7,2022-10-31,25-227,LAC,,HOU,W (+2),1,31.7,6,8,0.75,0,0,,4,6,0.667,1,11,12,0,1,4,3,5,16,14.8,-2.0,zubaciv01,C
8,2022-11-02,25-229,LAC,@,HOU,W (+8),1,24.8,2,5,0.4,0,0,,1,2,0.5,1,5,6,2,1,1,2,5,5,3.2,3.0,zubaciv01,C
9,2022-11-04,25-231,LAC,@,SAS,W (+7),1,36.1,8,10,0.8,0,0,,1,2,0.5,1,14,15,2,1,4,4,4,17,17.3,15.0,zubaciv01,C
10,2022-11-06,25-233,LAC,,UTA,L (-8),1,34.8,6,12,0.5,0,0,,0,0,,3,6,9,2,3,1,1,1,12,13.6,-1.0,zubaciv01,C
11,2022-11-07,25-234,LAC,,CLE,W (+2),1,33.0,2,7,0.286,0,0,,6,8,0.75,4,5,9,0,1,1,0,1,10,10.7,-15.0,zubaciv01,C
12,2022-11-09,25-236,LAC,,LAL,W (+13),1,36.2,4,4,1.0,0,0,,2,5,0.4,2,6,8,2,1,2,2,3,10,11.4,-8.0,zubaciv01,C
13,2022-11-12,25-239,LAC,,BKN,L (-15),1,27.7,6,8,0.75,0,0,,4,6,0.667,5,10,15,0,0,0,5,4,16,11.9,-5.0,zubaciv01,C
14,2022-11-14,25-241,LAC,@,HOU,W (+16),1,26.4,3,5,0.6,0,0,,3,3,1.0,3,4,7,1,0,1,2,2,9,8.6,8.0,zubaciv01,C
15,2022-11-15,25-242,LAC,@,DAL,L (-2),1,32.6,0,2,0.0,0,0,,3,4,0.75,2,5,7,4,0,2,1,5,3,5.3,-9.0,zubaciv01,C
16,2022-11-17,25-244,LAC,,DET,W (+5),1,39.5,3,8,0.375,0,0,,3,4,0.75,5,13,18,1,0,0,5,5,9,5.3,15.0,zubaciv01,C
17,2022-11-19,25-246,LAC,,SAS,W (+22),1,24.0,0,1,0.0,0,0,,3,6,0.5,3,8,11,1,0,1,1,4,3,4.4,10.0,zubaciv01,C
18,2022-11-21,25-248,LAC,,UTA,W (+7),1,35.2,6,8,0.75,0,0,,2,3,0.667,6,8,14,2,0,2,3,4,14,15.2,-3.0,zubaciv01,C
19,2022-11-23,25-250,LAC,@,GSW,L (-17),1,25.9,4,5,0.8,0,0,,0,0,,2,2,4,1,0,1,1,1,8,8.1,-8.0,zubaciv01,C
20,2022-11-25,25-252,LAC,,DEN,L (-10),1,29.4,2,6,0.333,0,0,,2,2,1.0,2,7,9,0,0,0,1,2,6,4.3,-22.0,zubaciv01,C
21,2022-11-27,25-254,LAC,,IND,W (+14),1,35.7,14,17,0.824,0,0,,3,3,1.0,12,17,29,3,0,3,5,6,31,35.0,13.0,zubaciv01,C
22,2022-11-29,25-256,LAC,@,POR,W (+6),1,27.9,5,8,0.625,0,0,,2,2,1.0,5,8,13,0,2,1,2,1,12,14.6,-21.0,zubaciv01,C
23,2022-11-30,25-257,LAC,@,UTA,L (-13),1,30.4,5,7,0.714,0,0,,2,2,1.0,2,5,7,0,0,1,2,3,12,9.5,-18.0,zubaciv01,C
24,2022-12-03,25-260,LAC,,SAC,L (-27),1,27.1,5,6,0.833,0,0,,3,4,0.75,5,10,15,1,1,0,1,4,13,16.0,-11.0,zubaciv01,C
25,2022-12-05,25-262,LAC,@,CHA,W (+2),1,29.2,3,4,0.75,0,0,,3,5,0.6,4,4,8,0,0,2,2,2,9,9.2,-19.0,zubaciv01,C
26,2022-12-07,25-264,LAC,@,ORL,L (-5),1,37.1,6,9,0.667,0,0,,4,8,0.5,3,10,13,1,0,2,2,6,16,13.3,2.0,zubaciv01,C
27,2022-12-08,25-265,LAC,@,MIA,L (-5),1,33.8,3,4,0.75,0,0,,3,3,1.0,0,8,8,0,1,1,2,3,9,8.3,10.0,zubaciv01,C
28,2022-12-10,25-267,LAC,@,WAS,W (+7),1,19.9,2,5,0.4,0,0,,0,0,,2,3,5,0,0,0,2,2,4,0.8,-8.0,zubaciv01,C
29,2022-12-12,25-269,LAC,,BOS,W (+20),1,17.1,1,1,1.0,0,0,,2,4,0.5,1,2,3,1,0,1,1,5,4,2.6,14.0,zubaciv01,C
30,2022-12-14,25-271,LAC,,MIN,W (+11),1,17.2,1,5,0.2,0,0,,0,0,,5,3,8,0,0,0,2,2,2,0.5,-10.0,zubaciv01,C
31,2022-12-21,25-278,LAC,,CHA,W (+21),1,22.6,2,3,0.667,0,0,,0,0,,3,5,8,1,0,1,2,5,4,3.7,2.0,zubaciv01,C
32,2022-12-23,25-280,LAC,@,PHI,L (-5),1,33.5,3,3,1.0,0,0,,1,1,1.0,2,10,12,2,0,2,0,1,7,12.9,0.0,zubaciv01,C
33,2022-12-26,25-283,LAC,@,DET,W (+11),1,41.0,4,5,0.8,0,0,,4,4,1.0,6,9,15,1,1,0,4,2,12,13.9,10.0,zubaciv01,C
34,2022-12-27,25-284,LAC,@,TOR,W (+11),1,31.3,7,13,0.538,0,0,,9,12,0.75,10,6,16,1,0,1,2,3,23,22.5,15.0,zubaciv01,C
35,2022-12-29,25-286,LAC,@,BOS,L (-6),1,30.0,6,9,0.667,0,0,,1,4,0.25,4,7,11,0,1,1,1,3,13,12.3,10.0,zubaciv01,C
36,2022-12-31,25-288,LAC,@,IND,L (-1),1,26.9,3,5,0.6,0,0,,0,0,,3,4,7,0,0,0,1,1,6,5.6,0.0,zubaciv01,C
37,2023-01-02,25-290,LAC,,MIA,L (-10),1,34.1,4,6,0.667,0,0,,2,2,1.0,2,5,7,0,0,0,2,5,10,6.3,0.0,zubaciv01,C
38,2023-01-05,25-293,LAC,@,DEN,L (-31),1,15.5,2,2,1.0,0,0,,4,4,1.0,0,5,5,0,0,1,1,0,8,8.6,-24.0,zubaciv01,C
39,2023-01-06,25-294,LAC,@,MIN,L (-13),1,21.1,4,8,0.5,0,1,0.0,1,2,0.5,1,1,2,1,0,0,1,1,9,4.9,-26.0,zubaciv01,C
40,2023-01-08,25-296,LAC,,ATL,L (-4),1,37.6,6,9,0.667,0,0,,5,6,0.833,8,10,18,3,0,1,2,4,17,20.5,6.0,zubaciv01,C
41,2023-01-10,25-298,LAC,,DAL,W (+12),1,15.7,4,6,0.667,0,0,,0,0,,3,4,7,2,1,0,1,4,8,8.5,7.0,zubaciv01,C
42,2023-01-13,25-301,LAC,,DEN,L (-12),1,27.9,2,7,0.286,0,0,,2,2,1.0,3,4,7,1,1,0,1,3,6,4.7,-16.0,zubaciv01,C
43,2023-01-15,25-303,LAC,,HOU,W (+21),1,29.8,4,5,0.8,0,0,,2,2,1.0,0,5,5,0,2,2,2,3,10,9.8,3.0,zubaciv01,C
44,2023-01-17,25-305,LAC,,PHI,L (-10),1,35.0,5,7,0.714,0,0,,2,2,1.0,2,7,9,1,0,2,0,3,12,13.5,-4.0,zubaciv01,C
45,2023-01-18,25-306,LAC,@,UTA,L (-23),1,26.0,7,13,0.538,0,0,,1,1,1.0,7,5,12,1,0,2,2,2,15,14.4,-11.0,zubaciv01,C
46,2023-01-20,25-308,LAC,@,SAS,W (+5),1,35.5,6,10,0.6,0,0,,0,2,0.0,8,8,16,1,0,0,0,3,12,14.1,12.0,zubaciv01,C
47,2023-01-22,25-310,LAC,@,DAL,W (+14),1,22.9,2,6,0.333,0,0,,2,2,1.0,4,5,9,1,0,0,2,4,6,4.0,0.0,zubaciv01,C
48,2023-01-24,25-312,LAC,@,LAL,W (+18),1,34.5,3,4,0.75,0,0,,0,0,,2,6,8,0,0,1,1,3,6,6.1,7.0,zubaciv01,C
49,2023-01-26,25-314,LAC,,SAS,W (+38),1,20.9,4,5,0.8,0,0,,3,6,0.5,1,4,5,0,0,2,1,5,11,8.2,16.0,zubaciv01,C
50,2023-01-28,25-316,LAC,@,ATL,W (+7),1,36.6,6,9,0.667,0,0,,6,6,1.0,2,4,6,3,1,2,0,4,18,19.6,10.0,zubaciv01,C
51,2023-01-29,25-317,LAC,@,CLE,L (-23),1,21.8,0,5,0.0,0,0,,2,2,1.0,2,5,7,0,0,0,1,1,2,0.0,-29.0,zubaciv01,C
52,2023-01-31,25-319,LAC,@,CHI,W (+5),1,28.0,6,7,0.857,0,0,,2,5,0.4,3,9,12,1,0,3,0,2,14,17.1,15.0,zubaciv01,C
53,2023-02-02,25-321,LAC,@,MIL,L (-1),1,29.2,4,7,0.571,0,0,,4,5,0.8,6,7,13,1,0,1,1,6,12,12.6,-6.0,zubaciv01,C
54,2023-02-04,25-323,LAC,@,NYK,W (+6),1,39.5,1,3,0.333,0,0,,0,0,,2,11,13,1,0,1,1,1,2,5.0,0.0,zubaciv01,C
55,2023-02-06,25-325,LAC,@,BKN,W (+8),1,30.0,6,9,0.667,0,0,,7,10,0.7,5,7,12,2,3,1,0,5,19,22.6,27.0,zubaciv01,C
56,2023-02-08,25-327,LAC,,DAL,L (-6),1,28.7,3,3,1.0,0,0,,3,5,0.6,3,7,10,0,0,2,1,0,9,11.9,2.0,zubaciv01,C
